,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,imdb_score,movie_titleO,combined
4868,Paul Schrader,Gus Van Sant,Drama Thriller,Nolan Gerard Funk,the canyons,James Deen,3.9,The Canyons,Paul Schrader Gus Van Sant Nolan Gerard Funk Drama Thriller James Deen
4870,Lori Silverbush,Flaco Navaja,Drama,Judy Marte,on the outs,Dominic Colón,6.9,On the Outs,Lori Silverbush Flaco Navaja Judy Marte Drama Dominic Colón
4871,Jeff Nichols,Natalie Canerday,Drama Thriller,Michael Abbott Jr.,shotgun stories,Travis Smith,7.3,Shotgun Stories,Jeff Nichols Natalie Canerday Michael Abbott Jr. Drama Thriller Travis Smith
4872,Stuart Hazeldine,Luke Mably,Mystery Thriller,Colin Salmon,exam,Pollyanna McIntosh,6.9,Exam,Stuart Hazeldine Luke Mably Colin Salmon Mystery Thriller Pollyanna McIntosh
4873,Hilary Brougher,Samantha Buck,Sci-Fi,James Urbaniak,the sticky fingers of time,Terumi Matthews,6.3,The Sticky Fingers of Time,Hilary Brougher Samantha Buck James Urbaniak Sci-Fi Terumi Matthews
4874,Rachel Goldenberg,Mark Hengst,Drama Musical,Dustin Fitzsimons,sunday school musical,Debra Lynn Hull,2.5,Sunday School Musical,Rachel Goldenberg Mark Hengst Dustin Fitzsimons Drama Musical Debra Lynn Hull
4875,Corbin Bernsen,Lorne Cardinal,Drama,Corbin Bernsen,rust,Kirsten Collins,5.7,Rust,Corbin Bernsen Lorne Cardinal Corbin Bernsen Drama Kirsten Collins
4876,Jamin Winans,Marty Lindsey,Action Drama Fantasy Sci-Fi,Eme Ikwuakor,ink,Jessica Duffy,7.0,Ink,Jamin Winans Marty Lindsey Eme Ikwuakor Action Drama Fantasy Sci-Fi Jessica Duffy
4877,Tom Seidman,Derek Brandon,Drama Family,Florence Henderson,the christmas bunny,Charles Irving Beale,6.2,The Christmas Bunny,Tom Seidman Derek Brandon Florence Henderson Drama Family Charles Irving Beale
4878,Jason Naumann,Kate Flannery,Comedy Short,Victoria Jackson,jesus people,Tim Bagley,6.9,Jesus People,Jason Naumann Kate Flannery Victoria Jackson Comedy Short Tim Bagley
4879,Matt Cimber,June Lockhart,Crime Drama,Stacy Keach,butterfly,Stuart Whitman,4.5,Butterfly,Matt Cimber June Lockhart Stacy Keach Crime Drama Stuart Whitman
4880,Sam Martin,Steve Duin,Documentary,Sam Adams,undivided,Jeff Jacob,7.8,UnDivided,Sam Martin Steve Duin Sam Adams Documentary Jeff Jacob
4881,Andrew Hyatt,Brit Morgan,Horror Thriller,Noah Segan,the frozen,Sedona James,4.4,The Frozen,Andrew Hyatt Brit Morgan Noah Segan Horror Thriller Sedona James
4883,Joel Paul Reisig,Dana Blackstone,Family,Joshua Ray Bell,horse camp,Annelyse Ahmad,6.6,Horse Camp,Joel Paul Reisig Dana Blackstone Joshua Ray Bell Family Annelyse Ahmad
4884,Kristin Rizzo,Robert Davi,Documentary,Esai Morales,give me shelter,Elaine Hendrix,8.0,Give Me Shelter,Kristin Rizzo Robert Davi Esai Morales Documentary Elaine Hendrix
4885,King Vidor,Renée Adorée,Drama Romance War,John Gilbert,the big parade,Claire Adams,8.3,The Big Parade,King Vidor Renée Adorée John Gilbert Drama Romance War Claire Adams
4886,Ward Roberts,Jacob Zachar,Comedy,Sid Haig,little big top,Travis Betz,6.5,Little Big Top,Ward Roberts Jacob Zachar Sid Haig Comedy Travis Betz
4887,Zoran Lisinac,Brock Baker,Comedy Music Romance,Matthew Emerick,along the roadside,Sheldon Bailey,7.1,Along the Roadside,Zoran Lisinac Brock Baker Matthew Emerick Comedy Music Romance Sheldon Bailey
4888,Nicolas Winding Refn,James Lance,Action Biography Crime Drama,Tom Hardy,bronson,Matt King,7.1,Bronson,Nicolas Winding Refn James Lance Tom Hardy Action Biography Crime Drama Matt King
4889,James O'Brien,Vivian Lamolli,Adventure Drama Fantasy Thriller Western,Mark Fantasia,western religion,Greg Jackson,4.0,Western Religion,James O'Brien Vivian Lamolli Mark Fantasia Adventure Drama Fantasy Thriller Western Greg Jackson
4890,Tom Putnam,Donald Austin,Documentary,Brendan Doogie Milewski,burn,Craig Dougherty,7.5,Burn,Tom Putnam Donald Austin Brendan Doogie Milewski Documentary Craig Dougherty
4891,Jon Shear,Josh Hamilton,Drama,Dan Futterman,urbania,Matt Keeslar,7.0,Urbania,Jon Shear Josh Hamilton Dan Futterman Drama Matt Keeslar
4892,Al Silliman Jr.,Nancy Ison,Comedy Drama,Christina Hart,the stewardesses,William Condos,4.0,The Stewardesses,Al Silliman Jr. Nancy Ison Christina Hart Comedy Drama William Condos
4893,Eugène Lourié,Cecil Kellaway,Adventure Horror Sci-Fi,Kenneth Tobey,"the beast from 20,000 fathoms",Ross Elliott,6.7,"The Beast from 20,000 Fathoms",Eugène Lourié Cecil Kellaway Kenneth Tobey Adventure Horror Sci-Fi Ross Elliott
4895,George Miller,Steve Bisley,Action Adventure Sci-Fi Thriller,Hugh Keays-Byrne,mad max,Joanne Samuel,7.0,Mad Max,George Miller Steve Bisley Hugh Keays-Byrne Action Adventure Sci-Fi Thriller Joanne Samuel
4896,Doug Liman,Alex Désert,Comedy Drama,Jon Favreau,swingers,Blake Lindsley,7.4,Swingers,Doug Liman Alex Désert Jon Favreau Comedy Drama Blake Lindsley
4897,Sergio Leone,Gian Maria Volontè,Action Drama Western,Clint Eastwood,a fistful of dollars,Aldo Sambrell,8.0,A Fistful of Dollars,Sergio Leone Gian Maria Volontè Clint Eastwood Action Drama Western Aldo Sambrell
4898,Lowell Sherman,Gilbert Roland,Comedy Drama History Musical Romance,Mae West,she done him wrong,Louise Beavers,6.5,She Done Him Wrong,Lowell Sherman Gilbert Roland Mae West Comedy Drama History Musical Romance Louise Beavers
4899,Maurizio Benazzo,Jasper Johal,Documentary,The Dalai Lama,short cut to nirvana: kumbh mela,Swami Krishnanad,7.2,Short Cut to Nirvana: Kumbh Mela,Maurizio Benazzo Jasper Johal The Dalai Lama Documentary Swami Krishnanad
4900,David G. Evans,Chris Thomas,Drama,Michael Joiner,the grace card,Michael Higgenbottom,6.4,The Grace Card,David G. Evans Chris Thomas Michael Joiner Drama Michael Higgenbottom
4901,Ava DuVernay,David Oyelowo,Drama,Omari Hardwick,middle of nowhere,Lorraine Toussaint,6.5,Middle of Nowhere,Ava DuVernay David Oyelowo Omari Hardwick Drama Lorraine Toussaint
4902,Tom Tykwer,Sebastian Schipper,Comedy Drama Romance,Devid Striesow,3,Sophie Rois,6.8,3,Tom Tykwer Sebastian Schipper Devid Striesow Comedy Drama Romance Sophie Rois
4903,Sherman Alexie,Leo Rossi,Drama Music,William Joseph Elk III,the business of fancydancing,Cynthia Geary,6.9,The Business of Fancydancing,Sherman Alexie Leo Rossi William Joseph Elk III Drama Music Cynthia Geary
4904,Justin Dillon,Natasha Bedingfield,Documentary History Music,Matisyahu,call + response,Madeleine Albright,7.5,Call + Response,Justin Dillon Natasha Bedingfield Matisyahu Documentary History Music Madeleine Albright
4906,Stevan Mena,Stevan Mena,Crime Horror Mystery Thriller,R. Brandon Johnson,malevolence,Richard Glover,5.1,Malevolence,Stevan Mena Stevan Mena R. Brandon Johnson Crime Horror Mystery Thriller Richard Glover
4907,Adam Rifkin,Adam Rifkin,Comedy Drama,Marri Savinar,shooting the warwicks,Bethany Blakey,6.2,Shooting the Warwicks,Adam Rifkin Adam Rifkin Marri Savinar Comedy Drama Bethany Blakey
4908,Eric Valette,Ryan Kennedy,Horror Sci-Fi Thriller,Melanie Papalia,super hybrid,John Reardon,3.9,Super Hybrid,Eric Valette Ryan Kennedy Melanie Papalia Horror Sci-Fi Thriller John Reardon
4909,Jay Duplass,Jennifer Lafleur,Comedy Drama Horror Romance,Greta Gerwig,baghead,Elise Muller,6.0,Baghead,Jay Duplass Jennifer Lafleur Greta Gerwig Comedy Drama Horror Romance Elise Muller
4910,Livingston Oden,Victoria Lachelle,Comedy Horror Mystery Thriller,Susan Chambers,solitude,Ali Daniels,6.8,Solitude,Livingston Oden Victoria Lachelle Susan Chambers Comedy Horror Mystery Thriller Ali Daniels
4911,Chris Marker,Bertrand Cantat,Documentary,Marina Vlady,the case of the grinning cat,Léon Schwartzenberg,7.4,The Case of the Grinning Cat,Chris Marker Bertrand Cantat Marina Vlady Documentary Léon Schwartzenberg
4912,Carl Theodor Dreyer,Sylvia Eckhausen,Drama Fantasy,Hanne Aagesen,ordet,Ejner Federspiel,8.1,Ordet,Carl Theodor Dreyer Sylvia Eckhausen Hanne Aagesen Drama Fantasy Ejner Federspiel
4913,Marianna Palka,Martin Starr,Comedy Drama Romance,Bryce Dallas Howard,good dick,Jason Ritter,6.5,Good Dick,Marianna Palka Martin Starr Bryce Dallas Howard Comedy Drama Romance Jason Ritter
4914,Richard Schenkman,John Billingsley,Drama Romance Sci-Fi,William Katt,the man from earth,David Lee Smith,8.0,The Man from Earth,Richard Schenkman John Billingsley William Katt Drama Romance Sci-Fi David Lee Smith
4915,Ricki Stern,Evelyn Jefferson,Crime Documentary,Darryl Hunt,the trials of darryl hunt,John Reeves,7.7,The Trials of Darryl Hunt,Ricki Stern Evelyn Jefferson Darryl Hunt Crime Documentary John Reeves
4916,Nadia Tass,Jordan Bridges,Drama Family,Mia Farrow,an american girl holiday,Bruce Gooch,7.2,An American Girl Holiday,Nadia Tass Jordan Bridges Mia Farrow Drama Family Bruce Gooch
4917,James Kerwin,Chase Masterson,Drama Music Mystery Romance Sci-Fi,John Newton,yesterday was a lie,H.M. Wynant,5.4,Yesterday Was a Lie,James Kerwin Chase Masterson John Newton Drama Music Mystery Romance Sci-Fi H.M. Wynant
4918,C. Fraser Press,Robert Turano,Comedy Drama Music,Elaine Bromka,theresa is a mother,Matthew Gumley,6.7,Theresa Is a Mother,C. Fraser Press Robert Turano Elaine Bromka Comedy Drama Music Matthew Gumley
4919,Rania Attieh,Robin Bartlett,Drama Sci-Fi Thriller,Paul Hickert,h.,Rebecca Dayan,6.3,H.,Rania Attieh Robin Bartlett Paul Hickert Drama Sci-Fi Thriller Rebecca Dayan
4920,Sharon Greytak,Alex Emanuel,Drama,Sally Kirkland,archaeology of a woman,Elaine Bromka,8.1,Archaeology of a Woman,Sharon Greytak Alex Emanuel Sally Kirkland Drama Elaine Bromka
4921,Majid Majidi,Amir Farrokh Hashemian,Drama Family,Bahare Seddiqi,children of heaven,Mohammad Amir Naji,8.5,Children of Heaven,Majid Majidi Amir Farrokh Hashemian Bahare Seddiqi Drama Family Mohammad Amir Naji
4922,Andrew Haigh,Chris New,Drama Romance,Tom Cullen,weekend,Vauxhall Jermaine,7.7,Weekend,Andrew Haigh Chris New Tom Cullen Drama Romance Vauxhall Jermaine
4923,Spike Lee,Joie Lee,Comedy Romance,S. Epatha Merkerson,she's gotta have it,Tracy Camilla Johns,6.5,She's Gotta Have It,Spike Lee Joie Lee S. Epatha Merkerson Comedy Romance Tracy Camilla Johns
4924,Cary Bell,Stacie Evans,Documentary,Abigail Evans,butterfly girl,Emily Gorell,8.7,Butterfly Girl,Cary Bell Stacie Evans Abigail Evans Documentary Emily Gorell
4925,Nicolae Constantin Tanase,Ana Maria Guran,Drama,Iulia Ciochina,the world is mine,Ana Vatamanu,6.5,The World Is Mine,Nicolae Constantin Tanase Ana Maria Guran Iulia Ciochina Drama Ana Vatamanu
4926,Mike Cahill,William Mapother,Drama Romance Sci-Fi,Robin Lord Taylor,another earth,Flint Beverage,7.0,Another Earth,Mike Cahill William Mapother Robin Lord Taylor Drama Romance Sci-Fi Flint Beverage
4928,Melvin Van Peebles,Mario Van Peebles,Crime Drama Thriller,John Amos,sweet sweetback's baadasssss song,Melvin Van Peebles,5.5,Sweet Sweetback's Baadasssss Song,Melvin Van Peebles Mario Van Peebles John Amos Crime Drama Thriller Melvin Van Peebles
4929,Ken Roht,Joe Lev,Drama,Charla Cochran,perfect cowboy,Sienna Beckman,7.0,Perfect Cowboy,Ken Roht Joe Lev Charla Cochran Drama Sienna Beckman
4930,Gary Winick,Aaron Stanford,Comedy Drama Romance,Bebe Neuwirth,tadpole,Ron Rifkin,6.3,Tadpole,Gary Winick Aaron Stanford Bebe Neuwirth Comedy Drama Romance Ron Rifkin
4931,John Carney,Markéta Irglová,Drama Music Romance,Glen Hansard,once,Darren Healy,7.9,Once,John Carney Markéta Irglová Glen Hansard Drama Music Romance Darren Healy
4932,Robinson Devor,Eugene Roche,Comedy,Marilyn Rising,the woman chaser,Max Kerstein,7.3,The Woman Chaser,Robinson Devor Eugene Roche Marilyn Rising Comedy Max Kerstein
4933,Michel Orion Scott,Rowan Isaacson,Documentary,Temple Grandin,the horse boy,Simon Baron-Cohen,7.4,The Horse Boy,Michel Orion Scott Rowan Isaacson Temple Grandin Documentary Simon Baron-Cohen
4934,Pat Holden,Martin Compston,Horror,Alan Brent,when the lights went out,Kate Ashfield,5.4,When the Lights Went Out,Pat Holden Martin Compston Alan Brent Horror Kate Ashfield
4935,Eric Bugbee,Bill Allen,Action Drama Sport,Joel Moody,heroes of dirt,Lia Tucker,7.1,Heroes of Dirt,Eric Bugbee Bill Allen Joel Moody Action Drama Sport Lia Tucker
4937,Bill Melendez,Bill Melendez,Animation Comedy Family,Peter Robbins,a charlie brown christmas,Christopher Shea,8.4,A Charlie Brown Christmas,Bill Melendez Bill Melendez Peter Robbins Animation Comedy Family Christopher Shea
4938,Dena Seidel,Hugh Ducklow,Adventure Documentary,Naderev Sano,antarctic edge: 70° south,Mike Brett,7.0,Antarctic Edge: 70° South,Dena Seidel Hugh Ducklow Naderev Sano Adventure Documentary Mike Brett
4939,Deborah Anderson,Jesse Jane,Documentary,Lisa Ann,aroused,Kayden Kross,5.3,Aroused,Deborah Anderson Jesse Jane Lisa Ann Documentary Kayden Kross
4940,Sara Newens,Xinhua Jiang,Documentary,Ariel Hsing,top spin,Michael Landers,7.1,Top Spin,Sara Newens Xinhua Jiang Ariel Hsing Documentary Michael Landers
4941,Michael Moore,Pat Boone,Documentary,Michael Moore,roger & me,Bob Eubanks,7.5,Roger & Me,Michael Moore Pat Boone Michael Moore Documentary Bob Eubanks
4943,Sai Varadan,Hassan Johnson,Drama,J.D. Williams,an american in hollywood,Samantha Esteban,7.2,An American in Hollywood,Sai Varadan Hassan Johnson J.D. Williams Drama Samantha Esteban
4944,Zal Batmanglij,James Urbaniak,Drama Mystery Sci-Fi Thriller,Christopher Denham,sound of my voice,Constance Wu,6.7,Sound of My Voice,Zal Batmanglij James Urbaniak Christopher Denham Drama Mystery Sci-Fi Thriller Constance Wu
4947,Lynn Shelton,Mike Birbiglia,Comedy Drama,Mark Duplass,your sister's sister,Mel Eslyn,6.7,Your Sister's Sister,Lynn Shelton Mike Birbiglia Mark Duplass Comedy Drama Mel Eslyn
4949,David Hewlett,David Hewlett,Comedy,Christopher Judge,a dog's breakfast,Paul McGillion,7.0,A Dog's Breakfast,David Hewlett David Hewlett Christopher Judge Comedy Paul McGillion
4952,Jean-Luc Godard,Macha Méril,Drama,Philippe Leroy,une femme mariée,Rita Maiden,7.4,Une Femme Mariée,Jean-Luc Godard Macha Méril Philippe Leroy Drama Rita Maiden
4953,Nate Parker,Nate Parker,Biography Drama,Jason Stuart,the birth of a nation,Aunjanue Ellis,5.4,The Birth of a Nation,Nate Parker Nate Parker Jason Stuart Biography Drama Aunjanue Ellis
4954,Nathan Smith Jones,Frank Gerrish,Comedy,Richard Moll,the work and the story,Christopher Robin Miller,5.7,The Work and the Story,Nathan Smith Jones Frank Gerrish Richard Moll Comedy Christopher Robin Miller
4955,Alex Kendrick,Erin Bethea,Drama Sport,Alex Kendrick,facing the giants,Shannen Fields,6.7,Facing the Giants,Alex Kendrick Erin Bethea Alex Kendrick Drama Sport Shannen Fields
4956,Travis Cluff,Cassidy Gifford,Horror Thriller,Pfeifer Brown,the gallows,Reese Mishler,4.2,The Gallows,Travis Cluff Cassidy Gifford Pfeifer Brown Horror Thriller Reese Mishler
4957,David Lynch,Jack Nance,Fantasy Horror Sci-Fi,Hal Landon Jr.,eraserhead,Charlotte Stewart,7.4,Eraserhead,David Lynch Jack Nance Hal Landon Jr. Fantasy Horror Sci-Fi Charlotte Stewart
4958,Harry F. Millarde,Johnnie Walker,Crime Drama,Stephen Carr,over the hill to the poorhouse,Mary Carr,4.8,Over the Hill to the Poorhouse,Harry F. Millarde Johnnie Walker Stephen Carr Crime Drama Mary Carr
4959,Robert Townsend,Keenen Ivory Wayans,Comedy,Robert Townsend,hollywood shuffle,Helen Martin,7.0,Hollywood Shuffle,Robert Townsend Keenen Ivory Wayans Robert Townsend Comedy Helen Martin
4960,Peter Chelsom,Elden Henson,Comedy Drama,Kieran Culkin,the mighty,Gena Rowlands,7.3,The Mighty,Peter Chelsom Elden Henson Kieran Culkin Comedy Drama Gena Rowlands
4961,Jamaa Fanaka,Chuck Mitchell,Crime Drama Sport,Leon Isaac Kennedy,penitentiary,Wilbur 'Hi-Fi' White,5.8,Penitentiary,Jamaa Fanaka Chuck Mitchell Leon Isaac Kennedy Crime Drama Sport Wilbur 'Hi-Fi' White
4962,Larry Blamire,Brian Howe,Comedy Horror Sci-Fi,Fay Masterson,the lost skeleton of cadavra,Larry Blamire,7.0,The Lost Skeleton of Cadavra,Larry Blamire Brian Howe Fay Masterson Comedy Horror Sci-Fi Larry Blamire
4963,Stephen Langford,Gabriela Castillo,Family,Kevin P. Farley,"dude, where's my dog?!",Brandon Middleton,3.2,"Dude, Where's My Dog?!",Stephen Langford Gabriela Castillo Kevin P. Farley Family Brandon Middleton
4964,E.L. Katz,Ethan Embry,Comedy Crime Drama Horror Thriller,Brighton Sharbino,cheap thrills,Elissa Dowling,6.8,Cheap Thrills,E.L. Katz Ethan Embry Brighton Sharbino Comedy Crime Drama Horror Thriller Elissa Dowling
4965,Lisanne Pajot,Edmund McMillen,Documentary,Jonathan Blow,indie game: the movie,Phil Fish,7.7,Indie Game: The Movie,Lisanne Pajot Edmund McMillen Jonathan Blow Documentary Phil Fish
4966,Dan Reed,Adam Rayner,Thriller,Danny Dyer,closure,Ralph Brown,5.6,Closure,Dan Reed Adam Rayner Danny Dyer Thriller Ralph Brown
4967,John Reinhardt,John Ireland,Crime Drama,Sheldon Leonard,open secret,Arthur O'Connell,7.1,Open Secret,John Reinhardt John Ireland Sheldon Leonard Crime Drama Arthur O'Connell
4968,Patrick Ryan Sims,Hugh Mun,Action Drama Sci-Fi Thriller,Claire Gordon-Harper,echo dr.,Johnathan Hurley,3.6,Echo Dr.,Patrick Ryan Sims Hugh Mun Claire Gordon-Harper Action Drama Sci-Fi Thriller Johnathan Hurley
4969,Laslo Benedek,Trevor Howard,Crime Horror Thriller,Liv Ullmann,the night visitor,Andrew Keir,6.8,The Night Visitor,Laslo Benedek Trevor Howard Liv Ullmann Crime Horror Thriller Andrew Keir
4970,Jason Miller,Dottie Alexander,Biography Documentary Music,Jon Brion,the past is a grotesque animal,David Barnes,7.6,The Past is a Grotesque Animal,Jason Miller Dottie Alexander Jon Brion Biography Documentary Music David Barnes
4972,Sut Jhally,Seth Ackerman,Documentary,Noam Chomsky,"peace, propaganda & the promised land",Arik Ascherman,8.3,"Peace, Propaganda & the Promised Land",Sut Jhally Seth Ackerman Noam Chomsky Documentary Arik Ascherman
4973,Darren Aronofsky,Clint Mansell,Drama Mystery Thriller,Mark Margolis,pi,Stanley B. Herman,7.5,Pi,Darren Aronofsky Clint Mansell Mark Margolis Drama Mystery Thriller Stanley B. Herman
4974,Julie Davis,Meredith Scott Lynn,Comedy Romance,Jack McGee,"i love you, don't touch me!",Tim DeZarn,5.4,"I Love You, Don't Touch Me!",Julie Davis Meredith Scott Lynn Jack McGee Comedy Romance Tim DeZarn
4975,Myles Berkowitz,Tom Ardavany,Biography Comedy Romance,Tia Carrere,20 dates,Robert McKee,5.3,20 Dates,Myles Berkowitz Tom Ardavany Tia Carrere Biography Comedy Romance Robert McKee
4976,Brett Piper,Steve Diasparra,Action Sci-Fi Thriller,Michelle Simone Miller,queen crab,A.J. DeLucia,4.5,Queen Crab,Brett Piper Steve Diasparra Michelle Simone Miller Action Sci-Fi Thriller A.J. DeLucia
4977,Morgan Spurlock,Amanda Kearsan,Comedy Documentary Drama,Chemeeka Walker,super size me,Amelia Giancarlo,7.3,Super Size Me,Morgan Spurlock Amanda Kearsan Chemeeka Walker Comedy Documentary Drama Amelia Giancarlo
4978,Brandon Trost,Sean Whalen,Comedy,Clifton Collins Jr.,the fp,James DeBello,5.6,The FP,Brandon Trost Sean Whalen Clifton Collins Jr. Comedy James DeBello
4979,Joe Swanberg,Lena Dunham,Comedy Drama,Anna Kendrick,happy christmas,Mark Webber,5.6,Happy Christmas,Joe Swanberg Lena Dunham Anna Kendrick Comedy Drama Mark Webber
4980,Joseph Green,Jason Evers,Horror Sci-Fi,Virginia Leith,the brain that wouldn't die,Bruce Kerr,4.1,The Brain That Wouldn't Die,Joseph Green Jason Evers Virginia Leith Horror Sci-Fi Bruce Kerr
4981,Wade Gasque,Vincent Duvall,Drama,Ty Parker,tiger orange,Loanne Bishop,6.8,Tiger Orange,Wade Gasque Vincent Duvall Ty Parker Drama Loanne Bishop
4982,Daniel Schechter,Kevin Corrigan,Comedy,Lena Dunham,supporting characters,Alex Karpovsky,6.3,Supporting Characters,Daniel Schechter Kevin Corrigan Lena Dunham Comedy Alex Karpovsky
4983,Mike Flanagan,Courtney Bell,Drama Horror Mystery,Justin Gordon,absentia,Erin Cipolletti,5.8,Absentia,Mike Flanagan Courtney Bell Justin Gordon Drama Horror Mystery Erin Cipolletti
4984,Edward Burns,Michael McGlone,Comedy Drama Romance,Shari Albert,the brothers mcmullen,Maxine Bahns,6.6,The Brothers McMullen,Edward Burns Michael McGlone Shari Albert Comedy Drama Romance Maxine Bahns
4985,Matt Johnson,Shailene Garnett,Crime Drama Thriller,Paul Daniel Ayotte,the dirties,Matt Johnson,6.7,The Dirties,Matt Johnson Shailene Garnett Paul Daniel Ayotte Crime Drama Thriller Matt Johnson
